Alimento,Nombre en Inglés,Energía calculada,Proteína,Grasa total,Carbohidratos,Fibra,AGS,AGM,AGPI,Colesterol,Calcio,Fósforo,Hierro,Potasio,Sodio,Zinc,Vitamina C,Vitamina A,Folatos,Vitamina B12,Tipo
"Yogurt, con mermelada, yougourmet, Toni","Yogurt, with mermelade, yogourmet, Toni",133.33,4.0,2.67,23.33,,2.67,0.67,0.67,18.67,,,,,66.67,,,,,,lacteos
"Yogurt, de fruta, bajo en grasa","Yogurt, fruit, low-fat",103.4,4.37,1.08,19.05,0.0,0.7,0.3,0.03,4.0,152.0,119.0,0.07,195.0,58.0,0.74,0.7,10.0,9.0,0.47,lacteos
"Yogurt, leche descremada, sabor de fruta","Yogurt, skim milk, fruit flavor",100.83,3.98,1.15,18.64,0.0,0.74,0.32,0.03,5.0,138.0,109.0,0.06,177.0,53.0,0.67,1.0,11.0,9.0,0.43,lacteos
"Yogurt, leche entera, sabor a mora, Toni","Yogurt, whole milk, blackberry flavor, Toni",112.0,3.5,4.0,15.5,0.0,2.5,1.0,0.5,9.0,,,,,75.0,,,,,,lacteos
"Yogurt, leche semi-descremada","Yogurt, semi-skimmed milk",63.72,3.33,2.08,7.92,0.0,1.42,,,8.0,125.0,,0.0,,40.0,,0.0,37.5,,,lacteos
"Yogurt, natural, leche descremada, bajo en grasa","Yogurt, plain, skim milk, low-fat",55.26,5.73,0.18,7.68,0.0,0.12,0.05,0.0,2.0,199.0,157.0,0.09,255.0,77.0,0.97,1.0,2.0,12.0,0.61,lacteos
"Yogurt, natural, leche entera","Yogurt, plain, whole milk",61.77,3.47,3.25,4.66,0.0,2.1,0.89,0.09,13.0,121.0,95.0,0.05,155.0,46.0,0.59,1.0,27.0,7.0,0.37,lacteos
"Yogurt, semi-descremado, Dulac’s","Yogurt, semi-skimmed, Dulac’s",64.0,3.33,2.67,6.67,0.0,0.67,0.67,0.67,8.67,,,,,53.33,,,,,,lacteos
"Yogurt, tipo griego, Toni","Yogurt, greek type, Toni",65.0,8.0,1.0,6.0,0.0,0.67,0.33,0.0,6.0,,,,,46.67,,,,,,lacteos
"Yougurt, semi-descremado, con trozos de mora, Regeneris","Yogurt, semi-skimmed, with pieces of blackberry, Regeneris",83.33,2.5,1.67,14.58,,0.83,0.42,0.0,7.08,,,,,56.25,,,,,,lacteos
"Aceite, de aguacate","Oil, avocado",900.0,0.0,100.0,0.0,0.0,11.56,70.55,13.49,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grasas y frutos secos
"Aceite, de ajonjolí","Oil, sesame",900.0,0.0,100.0,0.0,0.0,14.2,39.7,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grasas y frutos secos
"Aceite, de almendra","Oil, almond",900.0,0.0,100.0,0.0,0.0,8.2,69.9,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grasas y frutos secos
"Aceite, de canola","Oil, canola",900.0,0.0,100.0,0.0,0.0,7.37,63.28,28.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grasas y frutos secos
"Aceite, de coco","Oil, coconut",900.0,0.0,100.0,0.0,0.0,86.5,5.8,1.8,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grasas y frutos secos
"Aceite, de girasol","Oil, sunflower",900.0,0.0,100.0,0.0,0.0,10.1,45.4,40.1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grasas y frutos secos
"Aceite, de maíz","Oil, corn",900.0,0.0,100.0,0.0,0.0,12.95,27.58,54.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grasas y frutos secos
"Aceite, de nuez","Oil, walnut",900.0,0.0,100.0,0.0,0.0,9.1,22.8,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grasas y frutos secos
"Aceite, de oliva","Oil, olive",900.0,0.0,100.0,0.0,0.0,13.81,72.96,10.52,0.0,1.0,0.0,0.56,1.0,2.0,0.0,0.0,0.0,0.0,0.0,grasas y frutos secos
"Aceite, de palma","Oil, palm",900.0,0.0,100.0,0.0,0.0,49.3,37.0,9.3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grasas y frutos secos
"Aceite, de soya","Oil, soya bean",900.0,0.0,100.0,0.0,0.0,14.4,23.3,57.9,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,grasas y frutos secos
"Aceitunas, negras, envasada, Mallorca","Olives, black, ripe, canned, Mallorca",147.0,1.0,15.0,2.0,2.0,2.0,10.0,2.0,0.0,,,,,620.0,,,,,,grasas y frutos secos
"Aceitunas, verdes, envasada, promedio","Olives, green, ripe, canned, average",124.52,0.84,10.68,6.26,3.2,1.41,7.89,0.91,0.0,88.0,3.0,3.3,8.0,872.0,0.22,1.0,20.0,0.0,0.0,grasas y frutos secos
"Almendra, seca","Almonds, dry",623.1,21.94,50.62,19.94,10.4,3.89,32.29,12.05,0.0,216.0,480.0,3.72,687.0,28.0,3.12,0.0,0.0,30.0,0.0,grasas y frutos secos
"Avellana, sin cáscara","Nuts, hazelnuts, filberts, peeled",673.35,14.95,60.75,16.7,9.7,4.46,45.65,7.92,0.0,114.0,290.0,4.7,680.0,0.0,2.45,6.3,1.0,113.0,0.0,grasas y frutos secos
"Castaña, china, sin cáscara, cruda","Chestnuts, chinese, peeled, raw",223.07,4.2,1.11,49.07,,0.16,0.58,0.29,0.0,18.0,96.0,1.41,447.0,3.0,0.87,36.0,10.0,68.0,0.0,grasas y frutos secos
"Castaña, europea seca pelada","Chestnuts, european, dried, peeled",368.95,5.01,3.91,78.43,,0.74,1.35,1.55,0.0,64.0,137.0,2.39,991.0,37.0,0.35,15.1,0.0,110.0,0.0,grasas y frutos secos
"Chocolate, para untar, Nucita","Chocolate, to spread, Nucita",566.67,3.33,33.33,63.33,3.33,13.33,13.33,5.0,0.0,,,,,50.0,,,,,,grasas y frutos secos
"Crema, de almendras y cacao, Choco-almond","Cream, almond cream with cocoa, Choco-almond",250.0,0.0,10.0,40.0,,0.0,,,0.0,,,,,0.0,,,,,,grasas y frutos secos
"Crema, de avellana, con cacao y leche, Delilu","Cream, Hazelnut, with cocoa and milk, Delilu",544.0,4.0,32.0,60.0,0.0,12.0,16.0,4.0,20.0,,,,,60.0,,,,,,grasas y frutos secos
"Crema, de avellana, leche y chocolate, Nusco","Cream, hazelnut, milk and chocolate, Nusco",563.0,3.0,35.0,59.0,2.2,5.7,,,,,,,,20.0,,,,,,grasas y frutos secos
"Crema, de avellanas, con cacao, Nutella","Cream, hazelnut with cocoa, Nutella",544.0,8.0,32.0,56.0,,10.0,16.0,4.0,0.0,,,,,40.0,,,,,,grasas y frutos secos
"Crema, de avellanas, con cacao, Supermaxi","Cream, hazelnut with cocoa, Supermaxi",555.2,4.1,36.0,53.7,3.0,7.4,21.7,7.2,0.0,,,,,60.0,,,,,,grasas y frutos secos
"Crema, de cacao y avellana, sin azucar añadida, Natures Heart","Cream, cocoa and hazelnut, non added sugar, Natures Heart",540.0,6.67,33.33,53.33,3.33,6.67,23.33,3.33,0.0,,,,,66.67,,,,,,grasas y frutos secos
"Crema, de chocolate, negro, Nusco","Cream, dark chocolate, Nusco",546.67,6.67,40.0,40.0,,6.67,,,13.33,,,,,100.0,,,,,,grasas y frutos secos
"Macadamia, sin cáscara, cruda","Macadamia nuts, peeled, raw",768.85,7.91,75.77,13.82,8.6,12.06,58.88,1.5,0.0,85.0,188.0,3.69,368.0,5.0,1.3,1.2,0.0,11.0,0.0,grasas y frutos secos
"Maní, horneado, con sal, promedio","Peanuts, baked, with salt, average",337.13,13.5,22.01,21.26,8.8,3.06,10.92,6.96,0.0,55.0,198.0,1.01,180.0,751.0,1.83,0.0,0.0,75.0,0.0,grasas y frutos secos
"Maní, regular, crudo","Peanuts, ordinary, raw",610.88,25.8,49.24,16.13,8.5,6.18,24.43,15.56,0.0,92.0,376.0,4.58,70.5,18.0,3.27,0.0,0.0,240.0,0.0,grasas y frutos secos
"Maní, tostado, con aceite y sal","Peanuts, toasted, oil-roasted, with salt",645.66,28.03,52.5,15.26,9.4,8.67,25.94,15.27,0.0,61.0,397.0,1.52,726.0,320.0,3.28,1.0,0.0,120.0,0.0,grasas y frutos secos
"Maní, tostado, con sal","Peanuts, toasted, with salt",627.7,23.68,49.66,21.51,8.0,6.89,24.64,15.69,0.0,54.0,358.0,2.26,658.0,813.0,3.31,0.0,0.0,145.0,0.0,grasas y frutos secos
Manteca de cerdo,Lard,894.6,0.0,99.4,0.0,0.0,39.2,45.1,11.2,95.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,grasas y frutos secos
"Mantequilla, baja en grasa, con sal","Butter, low-fat, with salt",509.1,3.3,55.1,0.0,0.0,34.32,15.93,2.05,106.0,48.0,34.0,1.09,71.0,450.0,0.26,0.0,465.0,1.0,0.13,grasas y frutos secos
"Mantequilla, con sal","Butter, with salt",733.63,0.85,81.11,0.06,0.0,51.37,21.02,3.04,215.0,24.0,24.0,0.02,24.0,576.0,0.09,0.0,684.0,3.0,0.17,grasas y frutos secos
"Mantequilla, de almendras, natural, Del Sur","Almond butter, natural, Del Sur",610.0,20.0,50.0,20.0,15.0,5.0,30.0,12.5,0.0,,,,,0.0,,,,,,grasas y frutos secos
"Mantequilla, de maní y miel, para untar, Peter-Pan","Peanut butter, peanut & honey, to spread, Peter-Pan",623.53,20.59,47.06,29.41,5.88,8.82,,,0.0,0.0,,1.18,470.59,323.53,,,,,,grasas y frutos secos
"Mantequilla, de maní, baja en grasa","Peanut butter, reduced fat",552.2,25.9,34.0,35.65,5.2,5.76,16.16,9.18,0.0,35.0,369.0,1.9,669.0,540.0,2.08,0.0,0.0,60.0,0.0,grasas y frutos secos
"Mantequilla, de maní, cashew, Natures Heart","Cashew butter, Natures Heart",666.67,20.0,53.33,26.67,0.0,10.0,33.33,10.0,0.0,,,,,33.33,,,,,,grasas y frutos secos
"Mantequilla, de maní, con sal","Peanut butter, with salt",637.3,22.05,51.1,22.3,4.8,10.1,25.4,12.3,,49.0,339.0,1.73,564.0,429.0,2.54,,,86.0,,grasas y frutos secos
"Mantequilla, de maní, Jif","Penaut butter, Jif",637.5,21.88,50.0,25.0,6.25,7.81,,,,,,,,421.88,,,,,,grasas y frutos secos
"Mantequilla, de maní, kokawa","Penaut butter, Kokawa",640.0,26.67,53.33,13.33,0.0,13.33,20.0,20.0,0.0,,,,,166.67,,,,,,grasas y frutos secos
"Mantequilla, de maní, Schullo","Penaut butter, Schullo",650.0,28.57,50.0,21.43,7.14,7.14,35.71,7.14,0.0,,,,,214.29,,,,,,grasas y frutos secos
"Mantequilla, sin sal","Butter, without salt",733.63,0.85,81.11,0.06,0.0,51.37,21.02,3.04,215.0,24.0,24.0,0.02,24.0,11.0,0.09,0.0,684.0,3.0,0.17,grasas y frutos secos
"Margarina, 20% grasa, con sal","Margarine, spread, with salt",177.1,0.0,19.5,0.4,0.0,2.87,7.48,8.04,0.0,0.0,14.0,0.0,25.0,733.0,0.0,0.0,819.0,0.0,0.0,grasas y frutos secos
"Margarina, reducida en grasa, Miraflores","Margarine, reduced fat, Miraflores",578.57,0.0,64.29,0.0,0.0,42.86,14.29,7.14,0.0,,,,,1142.86,,,,,,grasas y frutos secos
"Margarina, regular, 80% grasa, con sal","Margarine, regular, 80% fat, with salt",731.7,0.9,80.5,0.9,0.0,15.8,35.8,25.4,0.0,30.0,23.0,0.06,42.0,943.0,0.0,0.0,819.0,1.0,0.1,grasas y frutos secos
"Mayonesa, regular, con sal","Mayonnaise, regular, with salt",399.8,0.9,33.4,23.9,0.0,4.9,9.0,18.0,26.0,14.0,26.0,0.2,9.0,711.0,0.18,0.0,21.0,6.0,0.21,grasas y frutos secos
"Nuez, de nogal, seca","Walnuts, english, dry",702.65,15.23,65.21,13.71,6.7,6.13,8.93,47.17,0.0,98.0,346.0,2.91,441.0,2.0,3.09,1.0,1.0,98.0,0.0,grasas y frutos secos
"Pistacho, tostado, sin sal","Pistachio nuts, toasted, without salt",609.7,21.05,45.82,28.28,10.3,5.65,24.53,13.35,0.0,107.0,469.0,4.03,1007.0,6.0,2.34,3.0,13.0,51.0,0.0,grasas y frutos secos
"Semilla, de chía, seca","Chia seeds, dry",511.3,16.54,30.74,42.12,34.4,3.33,2.31,23.66,0.0,631.0,860.0,7.72,407.0,16.0,4.58,1.6,16.2,49.0,0.0,grasas y frutos secos
"Semilla, de linaza, seca","Flaxseed, dry",568.12,18.29,42.16,28.88,27.3,3.66,7.53,28.73,0.0,255.0,642.0,5.73,813.0,30.0,4.34,0.6,0.0,87.0,0.0,grasas y frutos secos
"Semillas, de ajonjolí, enteras, secas","Sesame seeds, whole, dried",611.75,17.73,49.67,23.45,11.8,6.96,18.76,21.77,0.0,975.0,629.0,14.55,468.0,11.0,7.75,0.0,0.0,97.0,0.0,grasas y frutos secos
"Semillas, de chía, blanca, Kunachia","Chia seeds, white, Kunachia",540.0,20.0,33.33,40.0,26.67,3.33,,26.67,0.0,500.0,,6.67,500.0,0.0,,,,,,grasas y frutos secos
"Semillas, de girasol, con sal, secas","Sunflower seeds, plain, salted",614.41,19.1,49.21,23.78,10.7,5.15,9.39,32.5,0.0,70.0,1141.0,3.76,840.0,462.0,5.23,1.4,0.0,234.0,0.0,grasas y frutos secos
"Semillas, de girasol, sin sal, secas","Sunflower seeds, unsalted, dried",621.68,19.3,49.8,24.07,11.1,5.21,9.5,32.8,,70.0,1155.0,3.8,850.0,3.0,5.29,1.4,0.0,237.0,0.0,grasas y frutos secos
"Semillas, de hinojo",Fennel seed,406.19,15.8,14.87,52.29,39.8,0.48,9.91,1.68,0.0,1196.0,487.0,18.54,1694.0,88.0,3.7,21.0,7.0,,0.0,grasas y frutos secos
"Semillas, de hinojo pelada, Camari","Sunflower seed, toasted, with salt, Camari",415.3,16.0,14.5,55.2,21.1,,,,0.0,,,,,20.0,,,,,,grasas y frutos secos
"Semillas, de pistacho, tostada con sal","Pistachio nuts, toasted, with salt",606.25,21.35,45.97,26.78,10.3,5.55,24.22,13.9,0.0,110.0,485.0,4.2,1042.0,405.0,2.3,2.0,13.0,50.0,0.0,grasas y frutos secos
"Semillas, de sambo, enteras, Camari","Sambo seed, Camari",562.0,24.5,46.0,12.5,5.3,,,,0.0,,1170.0,15.0,,18.0,,,,,,grasas y frutos secos
"Semillas, de zapallo, enteras, tostadas, con sal","Pumpkin seeds, whole, roasted, with salt",463.8,18.55,19.4,53.75,18.4,3.67,6.03,8.84,0.0,55.0,92.0,3.31,919.0,18.0,10.3,0.3,3.0,9.0,0.0,grasas y frutos secos
"Arrope de mora, Grand Mother","Syrup, blackberry, Grand Mother",293.33,0.0,0.0,73.33,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Azúcar, blanca, con stevia, Valdez","White sugar, with stevia, Valdez",320.0,0.0,0.0,80.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Azúcar, blanca, granulada","White sugar, grainy",396.4,0.0,0.0,99.1,,0.0,0.0,0.0,0.0,5.0,1.0,0.1,,0.0,,,0.0,,,azucares
"Azúcar, con stevia, con omega 3, Sugar Lite","Sugar, with stevia, with omega 3, Sugar Lite",,0.0,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Azúcar, de coco, orgánico, Valdez","Coconut sugar, organic, Valdez",400.0,0.0,0.0,100.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Azúcar, morena, granulada","Brown sugar, grainy",389.32,0.0,0.0,97.33,0.0,0.0,0.0,0.0,0.0,85.0,22.0,1.91,346.0,39.0,0.18,0.0,0.0,1.0,0.0,azucares
"Azúcar, morena, granulada, San Carlos","Brown sugar, granulated, San Carlos",400.0,0.0,0.0,100.0,,,,,0.0,,,,,20.0,,,,,,azucares
"Azúcar, morena, La Troncal","Brown sugar, La Troncal",400.0,0.0,0.0,100.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Azúcar, morena, sin sulfitar, Schullo","Brown sugar, unsulphited, Schullo",400.0,0.0,0.0,100.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Azúcar, morena, Supermaxi","Brown sugar, Supermaxi",400.0,0.0,0.0,100.0,,0.0,,,0.0,,,,,0.0,,,,,,azucares
Caña de azúcar,Sugarcane,400.0,0.0,0.0,100.0,,,,,,,,,,0.0,,,,,,azucares
"Caña de azúcar, jugo","Sugarcane, juice",84.1,0.3,0.1,20.5,,,,,,13.0,12.0,0.7,,,,2.0,,,,azucares
"Caramelo, confites duros, promedio","Candy, hard, average",393.8,0.0,0.2,98.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.3,5.0,38.0,0.01,0.0,0.0,0.0,0.0,azucares
"Caramelo, confites suaves, promedio","Candy, soft, average",395.6,0.0,0.0,98.9,0.1,0.0,0.0,0.0,0.0,3.0,1.0,0.4,5.0,44.0,0.0,0.0,0.0,0.0,0.0,azucares
"Caramelo, sabor a chocolate, Bianchi","Candy, chocolate flavor, Bianchi",406.25,0.0,6.25,87.5,0.0,6.25,,,0.0,,,,,312.5,,,,,,azucares
"Chocolate en polvo, Chocolisto","Powder chocolate, Chocolisto",405.0,5.0,5.0,85.0,0.0,0.0,,,0.0,15.0,,25.0,,25.0,,0.0,25.0,,,azucares
"Chocolate en polvo, Cocoa","Powder chocolate, Cocoa",360.0,0.0,0.0,90.0,0.0,0.0,0.0,,0.0,,,,,10.0,,,,,,azucares
"Chocolate en polvo, Milo","Powder chocolate, Milo",388.0,8.0,4.0,80.0,4.0,2.0,0.0,0.0,0.0,10.0,10.0,60.0,,300.0,,100.0,0.0,,,azucares
"Dulce de guayaba, promedio","Guava sweet, average",369.4,0.4,1.0,89.7,,,,,,18.0,23.0,2.3,,,,7.0,,,,azucares
"Dulce de leche, majar, promedio","Milk delicacy, average",405.2,0.1,2.8,94.9,,,,,,14.0,10.0,2.1,,,,4.0,,,,azucares
"Dulce de leche, manjar, Alpen Swiss","Milk delicacy, Alpen Swiss",370.0,6.67,10.0,63.33,0.0,5.33,,,33.33,,,,,150.0,,,,,,azucares
"Dulce de leche, manjar, arequipe, Alpina","Milk delicacy, arequipe, Alpina",340.0,6.67,6.67,63.33,,5.0,,,23.33,,,,,133.33,,,,,,azucares
"Dulce de leche, manjar, Cachafaz","Milk delicacy, Cachafaz",305.0,10.0,5.0,55.0,,5.0,,,20.0,,,,,120.0,,,,,,azucares
"Dulce de leche, manjar, con coco, Pucuhuaico","Milk delicacy with coconut, Pucuhuaico",370.0,10.0,10.0,60.0,,5.0,,,30.0,,,,,100.0,,,,,,azucares
"Dulce de leche, manjar, Agricola Pucuhaico","Milk delicacy, Agricola Pucuhaico",370.0,10.0,10.0,60.0,,5.0,,,30.0,,,,,100.0,,,,,,azucares
"Dulce de leche, manjar, Toni","Milk delicacy, Toni",353.33,6.67,6.67,66.67,0.0,0.0,0.0,0.0,26.67,,,,,166.67,,,,,,azucares
"Edulzante, en polvo, con extracto de fruta del monje, Monk Fruit","Sweetner, powder, mon fruit extract, Monk Fruit",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Edulzante, splenda, original","Sweetner, splenda, original",0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Edulzante, stevia, Stevia Life","Sweetner, stevia, Stevia Life",0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Endulzante, de panela, y edulcorante Natural, Valdez","Sweetener, of panela and natural sweetener, Valdez",320.0,0.0,0.0,80.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Endulzante, de stevia balanceada con sucralosa, Dulcevia","Sweetener, stevia, balanced with sucralose, Dulcevia",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Endulzante, stevia con azúcar, Valdez","Stevia, with sugar, Valdez",320.0,,0.0,80.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Endulzante, stevia, en gotas","Sweetner, stevia, drops",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Endulzante, stevia, natural, Sanna","Sweetner, stevia, natural, Sanna",0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Endulzante, sucralosa, sin calorías, en gotas, Edulmax","Sweetner, sucralose, no calories, drops, Edulmax",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Endulzante, sucralosa, sin calorías, Supermaxi","Sweetner, sucralose, no calories, Supermaxi",0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Espumilla, (clara de huevos, batidos, con guayaba), crudos, comercialmente preparado","Espumilla, comercial recipe",225.92,,,56.48,,,,,,,8.0,,,,,,,,,azucares
"Espumilla, receta traditional","Espumilla, traditional recipe",269.94,0.26,0.82,65.38,0.15,,,,,9.57,3.55,0.15,0.13,34.42,0.07,50.77,8.88,0.81,0.02,azucares
"Flan, de vainilla, preparado con leche , promedio","Custard, vanilla flavor, prepared with milk, average",112.26,2.86,2.9,18.68,0.1,1.64,0.71,0.2,9.0,89.0,74.0,0.04,119.0,156.0,0.34,0.0,25.0,4.0,0.31,azucares
"Gelatina, con azúcar, preparada con agua, todo sabor, promedio","Yelly, with sugar, prepared with water, all flavors, average",61.64,1.22,0.0,14.19,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.02,1.0,75.0,0.01,0.0,0.0,1.0,0.0,azucares
"Goma de mascar, chicle, con azúcar, Bubbaloo fresa","Chewing gum, with sugar, Strawberry Bubbaloo",290.91,0.0,0.0,72.73,,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Goma de mascar, chicle, con azúcar, promedio","Chewing gum, with sugar, average",267.02,0.0,0.3,66.08,2.4,0.04,0.08,0.14,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,azucares
"Helado de agua , nieve, tipo paila, distintas frutas, artesanal","Water ice cream, paila type, diferent fruits, handmade, average",117.04,0.05,0.02,29.17,0.14,0.0,0.01,0.02,0.0,3.0,1.0,0.09,13.0,0.0,0.01,7.0,279.0,,0.0,azucares
"Helado de agua, frozen, duo, Topsy","Ice cream, frozen duo, Topsy",62.86,0.0,0.0,15.71,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,azucares
"Helado de agua, nieve, sabor artificial, promedio","Water ice cream, artificial flavor, average",45.8,0.0,0.2,11.0,,,,,,4.0,2.0,0.5,,,,4.0,,,,azucares
"Helado de crema, alfajor, Topsy","Ice cream, alfajor, Topsy",142.35,2.35,5.88,20.0,,3.53,1.76,0.59,11.76,,,,,76.47,,,,,,azucares
"Helado de crema, big bar, Topsy","Ice cream, big bar, Topsy",297.89,3.16,20.0,26.32,,11.58,7.37,1.05,13.68,,,,,73.68,,,,,,azucares
"Helado de crema, bombon, Topsy","Ice cream, Bombon, Topsy",248.18,1.82,19.09,17.27,,15.45,3.64,0.0,11.82,,,,,31.82,,,,,,azucares
"Helado de crema, bugy gum, Topsy","Ice cream, bugy gum, Topsy",64.62,1.54,3.08,7.69,,2.31,0.77,0.0,6.15,,,,,26.92,,,,,,azucares
"Helado de crema, choc, Topsy","Ice cream, choc, Topsy",201.67,0.0,15.0,16.67,,8.33,5.0,1.67,10.0,,,,,23.33,,,,,,azucares
"Helado de crema, cono flama, Topsy","Ice cream, flame cone, Topsy",244.8,3.2,14.4,25.6,,8.8,4.8,0.8,9.6,,,,,36.0,,,,,,azucares
"Helado de crema, crocante, Topsy","Ice cream, crispy, Topsy",280.0,2.5,20.0,22.5,,12.5,6.25,1.25,11.25,,,,,50.0,,,,,,azucares
"Helado de crema, galletopsy, Topsy","Ice cream, galletopsy, Topsy",168.64,3.39,5.93,25.42,,4.24,1.69,0.0,12.71,,,,,127.12,,,,,,azucares
"Helado de crema, leche con cholate, Los Coqueiros","Ice cream, milk with chocolate, Los Coqueiros",190.91,2.73,5.45,32.73,1.82,3.64,1.82,0.0,31.82,,,,,31.82,,,,,,azucares
"Helado de crema, m&m’s, Topsy","Ice cream, m&m’s, Topsy",105.0,2.0,5.0,13.0,,4.0,1.0,0.0,12.0,,,,,30.0,,,,,,azucares
"Helado de crema, majestik, Topsy","Ice cream, majestik, Topsy",279.05,3.81,20.0,20.95,,10.48,7.62,1.9,55.24,,,,,55.24,,,,,,azucares
"Helado de crema, tipo paila, 5ta generación, Rosalia Suárez","Ice cream, paila type, 5th generation, Rosalia Suárez",0.07,0.0,0.0,0.02,0.0,0.0,0.42,0.0,16.67,,,,,8.33,,,,,,azucares
"Helado de crema, Tony frutilla, Topsy","Ice cream, Tony strawberry, Topsy",118.57,2.86,4.29,17.14,,2.86,1.43,0.0,,,,,,42.86,,,,,,azucares
"Helado de crema, torta imperial, Topsy","Ice cream, imperial cake, Topsy",230.95,4.76,11.9,26.19,,9.52,2.38,0.0,52.38,,,,,59.52,,,,,,azucares
"Helado de crema, Tu y yo, Topsy","Ice cream, you and me, Topsy",97.79,1.47,3.68,14.71,,2.94,0.74,0.0,11.76,,,,,29.41,,,,,,azucares
"Jarabe, de frutilla, Snob","Syrup, strawberry, Snob",266.67,0.0,0.0,66.67,0.0,0.0,,,0.0,,,,,50.0,,,,,,azucares
"Jarabe, sabor a maple, La Quiteña","Syrup, maple, La Quiteña",400.0,0.0,0.0,100.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Jarabe, sirope, sabor a caramelo, Hersheys","Syrup, caramel flavored, Hersheys",263.41,0.0,0.0,65.85,0.0,0.0,,,0.0,,,,,304.88,,,,,,azucares
"Jarabe, sirope, sabor a chicle, Milano","Syrup, chewing gum flavored, Milano",288.89,0.0,0.0,72.22,,0.0,,,0.0,,,,,27.78,,,,,,azucares
"Jarabe, sirope, sabor a chocolate, Milano","Syrup, chocolate flavored, Milano",266.67,0.0,0.0,66.67,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Leche, condensada, con azúcar, enlatada","Milk, condensed, with sugar, canned",327.54,7.91,8.7,54.4,0.0,5.49,2.43,0.34,34.0,284.0,253.0,0.19,371.0,127.0,0.94,3.0,74.0,11.0,0.44,azucares
"Mermelada, de arándano, Extra Helios","Marmalade, cramberry, Extra Helios",176.0,0.0,0.0,44.0,,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Mermelada, de arándano, silvestre, Bonne Maman","Marmalade, wild cramberry, Bonne Maman",240.0,0.0,0.0,60.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Mermelada, de cereza, sin azúcar","Marmalade, cherry, sugar-free",186.67,,,46.67,,,,,,,,,,,,,,,,azucares
"Mermelada, de fruti-mora, Facundo","Marmalade, strawberry- blackberry, Facundo",294.74,0.0,0.0,73.68,,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Mermelada, de mora, frutilla y mortiño, Muyu Kawsay","Marmalade, blackberry, strawberry and wild blueberry, Muyu kawsay",211.76,0.0,0.0,52.94,0.0,0.0,,,0.0,,,,,,,,,,,azucares
"Mermelada, de mora, Snob","Marmalade, blackberry, Snob",260.0,0.0,0.0,65.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,azucares
"Mermelada, de piña, Gustadina","Marmalade, pineapple, Gustadina",266.67,0.0,0.0,66.67,,0.0,,,0.0,,,,,0.0,,,,,,azucares
